"symptom_ID";"symptom";"code_ID";"category"
1091;"The disturbance develops over a short period of time (usually hours to a few days), represents a change from baseline attention and awareness, and tends to fluctuate in severity during the course of a day.";733;"orientation"
1091;"The disturbance develops over a short period of time (usually hours to a few days), represents a change from baseline attention and awareness, and tends to fluctuate in severity during the course of a day.";735;"orientation"
1091;"The disturbance develops over a short period of time (usually hours to a few days), represents a change from baseline attention and awareness, and tends to fluctuate in severity during the course of a day.";737;"orientation"
1091;"The disturbance develops over a short period of time (usually hours to a few days), represents a change from baseline attention and awareness, and tends to fluctuate in severity during the course of a day.";739;"orientation"
1091;"The disturbance develops over a short period of time (usually hours to a few days), represents a change from baseline attention and awareness, and tends to fluctuate in severity during the course of a day.";741;"orientation"
1091;"The disturbance develops over a short period of time (usually hours to a few days), represents a change from baseline attention and awareness, and tends to fluctuate in severity during the course of a day.";743;"orientation"
1091;"The disturbance develops over a short period of time (usually hours to a few days), represents a change from baseline attention and awareness, and tends to fluctuate in severity during the course of a day.";745;"orientation"
1091;"The disturbance develops over a short period of time (usually hours to a few days), represents a change from baseline attention and awareness, and tends to fluctuate in severity during the course of a day.";747;"orientation"
1091;"The disturbance develops over a short period of time (usually hours to a few days), represents a change from baseline attention and awareness, and tends to fluctuate in severity during the course of a day.";749;"orientation"
1091;"The disturbance develops over a short period of time (usually hours to a few days), represents a change from baseline attention and awareness, and tends to fluctuate in severity during the course of a day.";751;"orientation"
1091;"The disturbance develops over a short period of time (usually hours to a few days), represents a change from baseline attention and awareness, and tends to fluctuate in severity during the course of a day.";753;"orientation"
1091;"The disturbance develops over a short period of time (usually hours to a few days), represents a change from baseline attention and awareness, and tends to fluctuate in severity during the course of a day.";755;"orientation"
1091;"The disturbance develops over a short period of time (usually hours to a few days), represents a change from baseline attention and awareness, and tends to fluctuate in severity during the course of a day.";757;"orientation"
1091;"The disturbance develops over a short period of time (usually hours to a few days), represents a change from baseline attention and awareness, and tends to fluctuate in severity during the course of a day.";759;"orientation"
1091;"The disturbance develops over a short period of time (usually hours to a few days), represents a change from baseline attention and awareness, and tends to fluctuate in severity during the course of a day.";761;"orientation"
1091;"The disturbance develops over a short period of time (usually hours to a few days), represents a change from baseline attention and awareness, and tends to fluctuate in severity during the course of a day.";763;"orientation"
1091;"The disturbance develops over a short period of time (usually hours to a few days), represents a change from baseline attention and awareness, and tends to fluctuate in severity during the course of a day.";765;"orientation"
1091;"The disturbance develops over a short period of time (usually hours to a few days), represents a change from baseline attention and awareness, and tends to fluctuate in severity during the course of a day.";767;"orientation"
1091;"The disturbance develops over a short period of time (usually hours to a few days), represents a change from baseline attention and awareness, and tends to fluctuate in severity during the course of a day.";769;"orientation"
1091;"The disturbance develops over a short period of time (usually hours to a few days), represents a change from baseline attention and awareness, and tends to fluctuate in severity during the course of a day.";785;"orientation"
1092;"An additional disturbance in cognition (e.g., memory deficit, disorientation, language, visuospatial ability, or perception).";288;"NULL"
1092;"An additional disturbance in cognition (e.g., memory deficit, disorientation, language, visuospatial ability, or perception).";290;"NULL"
1092;"An additional disturbance in cognition (e.g., memory deficit, disorientation, language, visuospatial ability, or perception).";292;"NULL"
1092;"An additional disturbance in cognition (e.g., memory deficit, disorientation, language, visuospatial ability, or perception).";294;"NULL"
1092;"An additional disturbance in cognition (e.g., memory deficit, disorientation, language, visuospatial ability, or perception).";296;"NULL"
1092;"An additional disturbance in cognition (e.g., memory deficit, disorientation, language, visuospatial ability, or perception).";298;"NULL"
1092;"An additional disturbance in cognition (e.g., memory deficit, disorientation, language, visuospatial ability, or perception).";721;"NULL"
1092;"An additional disturbance in cognition (e.g., memory deficit, disorientation, language, visuospatial ability, or perception).";723;"NULL"
1092;"An additional disturbance in cognition (e.g., memory deficit, disorientation, language, visuospatial ability, or perception).";725;"NULL"
1092;"An additional disturbance in cognition (e.g., memory deficit, disorientation, language, visuospatial ability, or perception).";729;"NULL"
1092;"An additional disturbance in cognition (e.g., memory deficit, disorientation, language, visuospatial ability, or perception).";731;"NULL"
1092;"An additional disturbance in cognition (e.g., memory deficit, disorientation, language, visuospatial ability, or perception).";733;"NULL"
1092;"An additional disturbance in cognition (e.g., memory deficit, disorientation, language, visuospatial ability, or perception).";735;"NULL"
1092;"An additional disturbance in cognition (e.g., memory deficit, disorientation, language, visuospatial ability, or perception).";737;"NULL"
1092;"An additional disturbance in cognition (e.g., memory deficit, disorientation, language, visuospatial ability, or perception).";739;"NULL"
1092;"An additional disturbance in cognition (e.g., memory deficit, disorientation, language, visuospatial ability, or perception).";741;"NULL"
1092;"An additional disturbance in cognition (e.g., memory deficit, disorientation, language, visuospatial ability, or perception).";743;"NULL"
1092;"An additional disturbance in cognition (e.g., memory deficit, disorientation, language, visuospatial ability, or perception).";745;"NULL"
1092;"An additional disturbance in cognition (e.g., memory deficit, disorientation, language, visuospatial ability, or perception).";747;"NULL"
1092;"An additional disturbance in cognition (e.g., memory deficit, disorientation, language, visuospatial ability, or perception).";749;"NULL"
1092;"An additional disturbance in cognition (e.g., memory deficit, disorientation, language, visuospatial ability, or perception).";751;"NULL"
1092;"An additional disturbance in cognition (e.g., memory deficit, disorientation, language, visuospatial ability, or perception).";753;"NULL"
1092;"An additional disturbance in cognition (e.g., memory deficit, disorientation, language, visuospatial ability, or perception).";755;"NULL"
1092;"An additional disturbance in cognition (e.g., memory deficit, disorientation, language, visuospatial ability, or perception).";757;"NULL"
1092;"An additional disturbance in cognition (e.g., memory deficit, disorientation, language, visuospatial ability, or perception).";759;"NULL"
1092;"An additional disturbance in cognition (e.g., memory deficit, disorientation, language, visuospatial ability, or perception).";761;"NULL"
1092;"An additional disturbance in cognition (e.g., memory deficit, disorientation, language, visuospatial ability, or perception).";763;"NULL"
1092;"An additional disturbance in cognition (e.g., memory deficit, disorientation, language, visuospatial ability, or perception).";765;"NULL"
1092;"An additional disturbance in cognition (e.g., memory deficit, disorientation, language, visuospatial ability, or perception).";767;"NULL"
1092;"An additional disturbance in cognition (e.g., memory deficit, disorientation, language, visuospatial ability, or perception).";769;"NULL"
1092;"An additional disturbance in cognition (e.g., memory deficit, disorientation, language, visuospatial ability, or perception).";785;"NULL"
1094;"There is evidence from the history, physical examination, or laboratory findings that the disturbance is a direct physiological consequence of another medical condition, substance intoxication or withdrawal (i.e., due to a drug of abuse or to a medication), or exposure to a toxin, or is due to multiple etiologies.";288;"cogdev"
1094;"There is evidence from the history, physical examination, or laboratory findings that the disturbance is a direct physiological consequence of another medical condition, substance intoxication or withdrawal (i.e., due to a drug of abuse or to a medication), or exposure to a toxin, or is due to multiple etiologies.";290;"cogdev"
1094;"There is evidence from the history, physical examination, or laboratory findings that the disturbance is a direct physiological consequence of another medical condition, substance intoxication or withdrawal (i.e., due to a drug of abuse or to a medication), or exposure to a toxin, or is due to multiple etiologies.";292;"cogdev"
1094;"There is evidence from the history, physical examination, or laboratory findings that the disturbance is a direct physiological consequence of another medical condition, substance intoxication or withdrawal (i.e., due to a drug of abuse or to a medication), or exposure to a toxin, or is due to multiple etiologies.";294;"cogdev"
1094;"There is evidence from the history, physical examination, or laboratory findings that the disturbance is a direct physiological consequence of another medical condition, substance intoxication or withdrawal (i.e., due to a drug of abuse or to a medication), or exposure to a toxin, or is due to multiple etiologies.";296;"cogdev"
1094;"There is evidence from the history, physical examination, or laboratory findings that the disturbance is a direct physiological consequence of another medical condition, substance intoxication or withdrawal (i.e., due to a drug of abuse or to a medication), or exposure to a toxin, or is due to multiple etiologies.";298;"cogdev"
1094;"There is evidence from the history, physical examination, or laboratory findings that the disturbance is a direct physiological consequence of another medical condition, substance intoxication or withdrawal (i.e., due to a drug of abuse or to a medication), or exposure to a toxin, or is due to multiple etiologies.";721;"cogdev"
1094;"There is evidence from the history, physical examination, or laboratory findings that the disturbance is a direct physiological consequence of another medical condition, substance intoxication or withdrawal (i.e., due to a drug of abuse or to a medication), or exposure to a toxin, or is due to multiple etiologies.";723;"cogdev"
1094;"There is evidence from the history, physical examination, or laboratory findings that the disturbance is a direct physiological consequence of another medical condition, substance intoxication or withdrawal (i.e., due to a drug of abuse or to a medication), or exposure to a toxin, or is due to multiple etiologies.";725;"cogdev"
1094;"There is evidence from the history, physical examination, or laboratory findings that the disturbance is a direct physiological consequence of another medical condition, substance intoxication or withdrawal (i.e., due to a drug of abuse or to a medication), or exposure to a toxin, or is due to multiple etiologies.";729;"cogdev"
1094;"There is evidence from the history, physical examination, or laboratory findings that the disturbance is a direct physiological consequence of another medical condition, substance intoxication or withdrawal (i.e., due to a drug of abuse or to a medication), or exposure to a toxin, or is due to multiple etiologies.";731;"cogdev"
1094;"There is evidence from the history, physical examination, or laboratory findings that the disturbance is a direct physiological consequence of another medical condition, substance intoxication or withdrawal (i.e., due to a drug of abuse or to a medication), or exposure to a toxin, or is due to multiple etiologies.";733;"cogdev"
1094;"There is evidence from the history, physical examination, or laboratory findings that the disturbance is a direct physiological consequence of another medical condition, substance intoxication or withdrawal (i.e., due to a drug of abuse or to a medication), or exposure to a toxin, or is due to multiple etiologies.";735;"cogdev"
1094;"There is evidence from the history, physical examination, or laboratory findings that the disturbance is a direct physiological consequence of another medical condition, substance intoxication or withdrawal (i.e., due to a drug of abuse or to a medication), or exposure to a toxin, or is due to multiple etiologies.";737;"cogdev"
1094;"There is evidence from the history, physical examination, or laboratory findings that the disturbance is a direct physiological consequence of another medical condition, substance intoxication or withdrawal (i.e., due to a drug of abuse or to a medication), or exposure to a toxin, or is due to multiple etiologies.";739;"cogdev"
1094;"There is evidence from the history, physical examination, or laboratory findings that the disturbance is a direct physiological consequence of another medical condition, substance intoxication or withdrawal (i.e., due to a drug of abuse or to a medication), or exposure to a toxin, or is due to multiple etiologies.";741;"cogdev"
1094;"There is evidence from the history, physical examination, or laboratory findings that the disturbance is a direct physiological consequence of another medical condition, substance intoxication or withdrawal (i.e., due to a drug of abuse or to a medication), or exposure to a toxin, or is due to multiple etiologies.";743;"cogdev"
1094;"There is evidence from the history, physical examination, or laboratory findings that the disturbance is a direct physiological consequence of another medical condition, substance intoxication or withdrawal (i.e., due to a drug of abuse or to a medication), or exposure to a toxin, or is due to multiple etiologies.";745;"cogdev"
1094;"There is evidence from the history, physical examination, or laboratory findings that the disturbance is a direct physiological consequence of another medical condition, substance intoxication or withdrawal (i.e., due to a drug of abuse or to a medication), or exposure to a toxin, or is due to multiple etiologies.";747;"cogdev"
1094;"There is evidence from the history, physical examination, or laboratory findings that the disturbance is a direct physiological consequence of another medical condition, substance intoxication or withdrawal (i.e., due to a drug of abuse or to a medication), or exposure to a toxin, or is due to multiple etiologies.";749;"cogdev"
1094;"There is evidence from the history, physical examination, or laboratory findings that the disturbance is a direct physiological consequence of another medical condition, substance intoxication or withdrawal (i.e., due to a drug of abuse or to a medication), or exposure to a toxin, or is due to multiple etiologies.";751;"cogdev"
1094;"There is evidence from the history, physical examination, or laboratory findings that the disturbance is a direct physiological consequence of another medical condition, substance intoxication or withdrawal (i.e., due to a drug of abuse or to a medication), or exposure to a toxin, or is due to multiple etiologies.";753;"cogdev"
1094;"There is evidence from the history, physical examination, or laboratory findings that the disturbance is a direct physiological consequence of another medical condition, substance intoxication or withdrawal (i.e., due to a drug of abuse or to a medication), or exposure to a toxin, or is due to multiple etiologies.";755;"cogdev"
1094;"There is evidence from the history, physical examination, or laboratory findings that the disturbance is a direct physiological consequence of another medical condition, substance intoxication or withdrawal (i.e., due to a drug of abuse or to a medication), or exposure to a toxin, or is due to multiple etiologies.";757;"cogdev"
1094;"There is evidence from the history, physical examination, or laboratory findings that the disturbance is a direct physiological consequence of another medical condition, substance intoxication or withdrawal (i.e., due to a drug of abuse or to a medication), or exposure to a toxin, or is due to multiple etiologies.";759;"cogdev"
1094;"There is evidence from the history, physical examination, or laboratory findings that the disturbance is a direct physiological consequence of another medical condition, substance intoxication or withdrawal (i.e., due to a drug of abuse or to a medication), or exposure to a toxin, or is due to multiple etiologies.";761;"cogdev"
1094;"There is evidence from the history, physical examination, or laboratory findings that the disturbance is a direct physiological consequence of another medical condition, substance intoxication or withdrawal (i.e., due to a drug of abuse or to a medication), or exposure to a toxin, or is due to multiple etiologies.";763;"cogdev"
1094;"There is evidence from the history, physical examination, or laboratory findings that the disturbance is a direct physiological consequence of another medical condition, substance intoxication or withdrawal (i.e., due to a drug of abuse or to a medication), or exposure to a toxin, or is due to multiple etiologies.";765;"cogdev"
1094;"There is evidence from the history, physical examination, or laboratory findings that the disturbance is a direct physiological consequence of another medical condition, substance intoxication or withdrawal (i.e., due to a drug of abuse or to a medication), or exposure to a toxin, or is due to multiple etiologies.";767;"cogdev"
1094;"There is evidence from the history, physical examination, or laboratory findings that the disturbance is a direct physiological consequence of another medical condition, substance intoxication or withdrawal (i.e., due to a drug of abuse or to a medication), or exposure to a toxin, or is due to multiple etiologies.";769;"cogdev"
1094;"There is evidence from the history, physical examination, or laboratory findings that the disturbance is a direct physiological consequence of another medical condition, substance intoxication or withdrawal (i.e., due to a drug of abuse or to a medication), or exposure to a toxin, or is due to multiple etiologies.";785;"cogdev"
1128;"Craving, or a strong desire or urge to use the substance.";1237;"NULL"
1129;"This category applies to presentations in which symptoms characteristic of an elimination disorder that cause clinically significant distress or impairment in social, occupational, or other important areas of functioning predominate but do not meet the full criteria for any of the disorders in the elimination disorders diagnostic class. The unspecified elimination disorder category is used in situations in which the clinician chooses not to specify the reason that the criteria are not met for a specific elimination disorder, and includes presentations in which there is insufficient information to make a more specific diagnosis (e.g., in emergency room settings).";1235;"NULL"
1146;"Psychological or behavioral factors adversely affect the medical condition in one of the following ways:";1141;"NULL"
1148;"A medical symptom or condition (other than a mental disorder) is present.";1141;"NULL"
1153;"Falsification of physical or psychological signs or symptoms, or induction of injury or disease, associated with identified deception.";1150;"iho"
1154;"The individual presents himself or herself to others as ill, impaired, or injured.";1150;"iho"
1155;"The deceptive behavior is evident even in the absence of obvious external rewards.";1150;"impulse"
1158;"The disturbance does not occur exclusively during episodes of anorexia nervosa.";1156;"NULL"
1159;"The binge eating and inappropriate compensatory behaviors both occur, on average, at least once a week for 3 months.";1156;"behavior"
1159;"The binge eating and inappropriate compensatory behaviors both occur, on average, at least once a week for 3 months.";1156;"eating"
1161;"Self-evaluation is unduly influenced by body shape and weight.";1156;"self-concept"
1161;"Self-evaluation is unduly influenced by body shape and weight.";1156;"somatic"
1162;"Recurrent inappropriate compensatory behaviors in order to prevent weight gain, such as self-induced vomiting; misuse of laxatives, diuretics, or other medications; fasting; or excessive exercise.";1156;"behavior"
1162;"Recurrent inappropriate compensatory behaviors in order to prevent weight gain, such as self-induced vomiting; misuse of laxatives, diuretics, or other medications; fasting; or excessive exercise.";1156;"self-harm"
1164;"Recurrent episodes of binge eating. An episode of binge eating is characterized by both of the following:";1156;"eating"
1164;"Recurrent episodes of binge eating. An episode of binge eating is characterized by both of the following:";1165;"eating"
1169;"Atypical anorexia nervosa: All of the criteria for anorexia nervosa are met, except that despite significant weight loss, the individuals weight is within or above the normal range.";1138;"eating"
1169;"Atypical anorexia nervosa: All of the criteria for anorexia nervosa are met, except that despite significant weight loss, the individuals weight is within or above the normal range.";1138;"somatic"
1170;"Binge-eating disorder (of low frequency and/or limited duration): All of the criteria for binge-eating disorder are met, except that the binge eating occurs, on average, less than once a week and/or for less than 3 months.";1138;"eating"
1171;"The binge eating occurs, on average, at least once a week for 3 months.";1165;"behavior"
1171;"The binge eating occurs, on average, at least once a week for 3 months.";1165;"eating"
1172;"Purging disorder: Recurrent purging behavior to influence weight or shape (e.g., self-induced vomiting; misuse of laxatives, diuretics, or other medications) in the absence of binge eating.";1138;"behavior"
1172;"Purging disorder: Recurrent purging behavior to influence weight or shape (e.g., self-induced vomiting; misuse of laxatives, diuretics, or other medications) in the absence of binge eating.";1138;"eating"
1172;"Purging disorder: Recurrent purging behavior to influence weight or shape (e.g., self-induced vomiting; misuse of laxatives, diuretics, or other medications) in the absence of binge eating.";1138;"somatic"
1174;"Night eating syndrome: Recurrent episodes of night eating, as manifested by eating after awakening from sleep or by excessive food consumption after the evening meal. There is awareness and recall of the eating..";1138;"eating"
1180;"The binge eating is not associated with the recurrent use of inappropriate compensatory behavior as in bulimia nervosa and does not occur exclusively during the course of bulimia nervosa or anorexia nervosa.";1165;"eating"
1183;"Bulimia nervosa (of low frequency and/or limited duration): All of the criteria for bulimia nervosa are met, except that the binge eating and inappropriate compensatory behaviors occur, on average, less than once a week and/or for less than 3 months.";1138;"eating"
1184;"Marked distress regarding binge eating is present.";1165;"feeling"
1186;"An eating or feeding disturbance (e.g., apparent lack of interest in eating or food; avoidance based on the sensory characteristics of food; concern about aversive consequences of eating) as manifested by persistent failure to meet appropriate nutritional and/or energy needsassociated withone (or more) of the following:";1137;"eating"
1191;"The binge-eating episodes are associated with three (or more) of the following:";1165;"eating"
1194;"This category applies to presentations in which symptoms characteristic of a feeding and eating disorder that cause clinically significant distress or impairment in social, occupational, or other important areas of functioning predominate but do not meet the full criteria for any of the disorders in the feeding and eating disorders diagnostic class. The unspecified feeding or eating disorder category is used in situations in which the clinician chooses not to specify the reason that the criteria are not met for a specific feeding and eating disorder, and includes presentations in which there is insufficient information to make a more specific diagnosis (e.g., in emergency room settings).";1192;"eating"
1197;"Repeated regurgitation of food over a period of at least 1 month. Regurgitated food may be re-chewed, re-swallowed, or spit out.";1195;"eating"
1199;"If the symptoms occur in the context of another mental disorder (e.g., intellectual disability [intellectual developmental disorder] or another neurodevelopmental disorder), they are sufficiently severe to warrant additional clinical attention.";1195;"eating"
1203;"Persistent eating of nonnutritive, nonfood substances over a period of at least 1 month.";1201;"eating"
1203;"Persistent eating of nonnutritive, nonfood substances over a period of at least 1 month.";1134;"eating"
1204;"If the eating behavior occurs in the context of another mental disorder (e.g., intellectual disability [intellectual developmental disorder], autism spectrum disorder, schizophrenia) or medical condition (including pregnancy), it is sufficiently severe to warrant additional clinical attention.";1201;"NULL"
1204;"If the eating behavior occurs in the context of another mental disorder (e.g., intellectual disability [intellectual developmental disorder], autism spectrum disorder, schizophrenia) or medical condition (including pregnancy), it is sufficiently severe to warrant additional clinical attention.";1134;"NULL"
1205;"The eating of nonnutritive, nonfood substances is inappropriate to the developmental level of the individual.";1201;"eating"
1205;"The eating of nonnutritive, nonfood substances is inappropriate to the developmental level of the individual.";1134;"eating"
1206;"The eating behavior is not part of a culturally supported or socially normative practice.";1201;"eating"
1206;"The eating behavior is not part of a culturally supported or socially normative practice.";1134;"eating"
1211;"Intense fear of gaining weight or of becoming fat, or persistent behavior that interferes withweight gain, even thoughat a significantlylow weight.";1209;"feeling"
1211;"Intense fear of gaining weight or of becoming fat, or persistent behavior that interferes withweight gain, even thoughat a significantlylow weight.";1210;"feeling"
1212;"Disturbance in the way in which ones body weight or shape is experienced, undue influence of body weight or shape on self-evaluation, or persistent lack of recognition of the seriousness of the current low body weight.";1209;"somatic"
1212;"Disturbance in the way in which ones body weight or shape is experienced, undue influence of body weight or shape on self-evaluation, or persistent lack of recognition of the seriousness of the current low body weight.";1210;"somatic"
1213;"Restriction of energy intake relative to requirements, leading to a significantly low body weight in the context of age, sex, developmental trajectory, and physical health. Significantly low weight is defined as a weight that isless than minimally normal or, for children and adolescents, less than that minimally expected.";1209;"somatic"
1213;"Restriction of energy intake relative to requirements, leading to a significantly low body weight in the context of age, sex, developmental trajectory, and physical health. Significantly low weight is defined as a weight that isless than minimally normal or, for children and adolescents, less than that minimally expected.";1210;"somatic"
1220;"Chronological age is at least 5 years (or equivalent developmental level).";1219;"NULL"
1222;"Repeated voiding of urine into bed or clothes, whether involuntary or intentional.";1219;"behavior"
1223;"The behavior is clinically significant as manifested by either: ";1219;"NULL"
1226;"Chronological age is at least 4 years (or equivalent developmental level).";1224;"NULL"
1229;"Repeated passage of feces into inappropriate places (e.g., clothing, floor), whether involuntary or intentional.";1224;"behavior"
1234;"This category applies to presentations in which symptoms characteristic of an elimination disorder that cause clinically significant distress or impairment in social, occupational, or other important areas of functioning predominate but do not meet the full criteria for any of the disorders in the elimination disorders diagnostic class. The other specified elimination disorder category is used in situations in which the clinician chooses to communicate the specific reason that the presentation does not meet the criteria for any specific elimination disorder. This is done by recording other specified elimination disorder followed by the specific reason (e.g., low-frequency enuresis).";1230;"NULL"
1234;"This category applies to presentations in which symptoms characteristic of an elimination disorder that cause clinically significant distress or impairment in social, occupational, or other important areas of functioning predominate but do not meet the full criteria for any of the disorders in the elimination disorders diagnostic class. The other specified elimination disorder category is used in situations in which the clinician chooses to communicate the specific reason that the presentation does not meet the criteria for any specific elimination disorder. This is done by recording other specified elimination disorder followed by the specific reason (e.g., low-frequency enuresis).";1232;"NULL"
1244;"A prominent and severe disturbance in sleep.";1238;"sleep"
1244;"A prominent and severe disturbance in sleep.";1248;"sleep"
1244;"A prominent and severe disturbance in sleep.";1259;"sleep"
1244;"A prominent and severe disturbance in sleep.";1411;"sleep"
1244;"A prominent and severe disturbance in sleep.";403;"sleep"
1244;"A prominent and severe disturbance in sleep.";405;"sleep"
1244;"A prominent and severe disturbance in sleep.";407;"sleep"
1244;"A prominent and severe disturbance in sleep.";409;"sleep"
1244;"A prominent and severe disturbance in sleep.";411;"sleep"
1244;"A prominent and severe disturbance in sleep.";413;"sleep"
1244;"A prominent and severe disturbance in sleep.";415;"sleep"
1244;"A prominent and severe disturbance in sleep.";417;"sleep"
1244;"A prominent and severe disturbance in sleep.";419;"sleep"
1244;"A prominent and severe disturbance in sleep.";421;"sleep"
1244;"A prominent and severe disturbance in sleep.";423;"sleep"
1244;"A prominent and severe disturbance in sleep.";425;"sleep"
1244;"A prominent and severe disturbance in sleep.";429;"sleep"
1244;"A prominent and severe disturbance in sleep.";431;"sleep"
1244;"A prominent and severe disturbance in sleep.";433;"sleep"
1244;"A prominent and severe disturbance in sleep.";435;"sleep"
1244;"A prominent and severe disturbance in sleep.";437;"sleep"
1244;"A prominent and severe disturbance in sleep.";439;"sleep"
1282;"Coexisting mental disorders and medical conditions do not adequately explain the predominant complaint of insomnia.";1278;"sleep"
1289;"The sleep difficulty occurs despite adequate opportunity for sleep.";1278;"sleep"
1290;"A predominant complaint of dissatisfaction with sleep quantity or quality, associated with one (or more) of the following symptoms:";1278;"sleep"
1293;"Self-reported excessive sleepiness (hypersomnolence) despite a main sleep period lasting at least 7 hours, with at least one of the following symptoms:";1291;"sleep"
1300;"Coexisting mental and medical disorders do not adequately explain the predominant complaint of hypersomnolence.";1291;"sleep"
1301;"The hypersomnolence is accompanied by significant distress or impairment in cognitive, social, occupational, or other important areas of functioning.";1291;"sleep"
1308;"The episodes cause clinically significant distress or impairment in social, occupational, or other important areas of functioning.";1303;"NULL"
1308;"The episodes cause clinically significant distress or impairment in social, occupational, or other important areas of functioning.";1305;"NULL"
1309;"Amnesia for the episodes is present.";1303;"cogdev"
1309;"Amnesia for the episodes is present.";1305;"cogdev"
1311;"Recurrent episodes of incomplete awakening from sleep, usually occurring during the first third of the major sleep episode, accompanied by either one of the following:";1303;"sleep"
1311;"Recurrent episodes of incomplete awakening from sleep, usually occurring during the first third of the major sleep episode, accompanied by either one of the following:";1305;"sleep"
1312;"No or little (e.g., only a single visual scene) dream imagery is recalled.";1303;"sensory"
1312;"No or little (e.g., only a single visual scene) dream imagery is recalled.";1305;"sensory"
1316;"On awakening from the dysphoric dreams, the individual rapidly becomes oriented and alert.";1314;"orientation"
1316;"On awakening from the dysphoric dreams, the individual rapidly becomes oriented and alert.";1314;"sleep"
1317;"Repeated occurrences of extended, extremely dysphoric, and well-remembered dreams that usually involve efforts to avoid threats to survival, security, or physical integrity and that generally occur during the second half of the major sleep episode.";1314;"sleep"
1318;"The sleep disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";1314;"sleep"
1327;"An urge to move the legs, usually accompanied by or in response to uncomfortable and unpleasant sensations in the legs, characterized by all of the following:";1321;"NULL"
1333;"This category applies to presentations in which symptoms characteristic of insomnia disorder that cause clinically significant distress or impairment in social, occupational, or other important areas of functioning predominate but do not meet the full criteria for insomnia disorder or any of the disorders in the sleep-wake disorders diagnostic class. The unspecified insomnia disorder category is used in situations in which the clinician chooses not to specify the reason that the criteria are not met for insomnia disorder or a specific sleep-wake disorder, and includes presentations in which there is insufficient information to make a more specific diagnosis.";1331;"sleep"
1336;"Brief insomnia disorder: Duration is less than 3 months.";1334;"sleep"
1337;"Restricted to nonrestorative sleep: Predominant complaint is nonrestorative sleep unaccompanied by other sleep symptoms such as difficulty falling asleep or remaining asleep.";1334;"sleep"
1340;"This category applies to presentations in which symptoms characteristic of hypersomnolence disorder that cause clinically significant distress or impairment in social, occupational, or other important areas of functioning predominate but do not meet the full criteria for hypersomnolence disorder or any of the disorders in the sleep-wake disorders diagnostic class. The unspecified hypersomnolence disorder category is used in situations in which the clinician chooses not to specify the reason that the criteria are not met for hypersomnolence disorder or a specific sleep-wake disorder, and includes presentations in which there is insufficient information to make a more specific diagnosis.";1338;"NULL"
1343;"This category applies to presentations in which symptoms characteristic of hypersomnolence disorder that cause clinically significant distress or impairment in social, occupational, or other important areas of functioning predominate but do not meet the full criteria for hypersomnolence disorder or any of the disorders in the sleep-wake disorders diagnostic class. The other specified hypersomnolence disorder category is used in situations in which the clinician chooses to communicate the specific reason that the presentation does not meet the criteria for hypersomnolence disorder or any specific sleep-wake disorder. This is done by recording other specified hypersomnolence disorder followed by the specific reason (e.g., brief-duration hypersomnolence, as in Kleine-Levin syndrome).";1341;"sleep"
1356;"The sleep disturbance causes clinically significant distress or impairment in social, occupational, and other important areas of functioning.";1344;"sleep"
1356;"The sleep disturbance causes clinically significant distress or impairment in social, occupational, and other important areas of functioning.";1346;"sleep"
1356;"The sleep disturbance causes clinically significant distress or impairment in social, occupational, and other important areas of functioning.";1350;"sleep"
1356;"The sleep disturbance causes clinically significant distress or impairment in social, occupational, and other important areas of functioning.";1351;"sleep"
1356;"The sleep disturbance causes clinically significant distress or impairment in social, occupational, and other important areas of functioning.";1353;"sleep"
1357;"A persistent or recurrent pattern of sleep disruption that is primarily due to an alteration of the circadian system or to a misalignment between the endogenous circadian rhythm and the sleepwake schedule required by an individuals physical environment or social or professional schedule.";1344;"sleep"
1357;"A persistent or recurrent pattern of sleep disruption that is primarily due to an alteration of the circadian system or to a misalignment between the endogenous circadian rhythm and the sleepwake schedule required by an individuals physical environment or social or professional schedule.";1346;"sleep"
1357;"A persistent or recurrent pattern of sleep disruption that is primarily due to an alteration of the circadian system or to a misalignment between the endogenous circadian rhythm and the sleepwake schedule required by an individuals physical environment or social or professional schedule.";1350;"sleep"
1357;"A persistent or recurrent pattern of sleep disruption that is primarily due to an alteration of the circadian system or to a misalignment between the endogenous circadian rhythm and the sleepwake schedule required by an individuals physical environment or social or professional schedule.";1351;"sleep"
1357;"A persistent or recurrent pattern of sleep disruption that is primarily due to an alteration of the circadian system or to a misalignment between the endogenous circadian rhythm and the sleepwake schedule required by an individuals physical environment or social or professional schedule.";1353;"sleep"
1358;"The sleep disruption leads to excessive sleepiness or insomnia, or both.";1344;"sleep"
1358;"The sleep disruption leads to excessive sleepiness or insomnia, or both.";1346;"sleep"
1358;"The sleep disruption leads to excessive sleepiness or insomnia, or both.";1350;"sleep"
1358;"The sleep disruption leads to excessive sleepiness or insomnia, or both.";1351;"sleep"
1358;"The sleep disruption leads to excessive sleepiness or insomnia, or both.";1353;"sleep"
1366;"Evidence by polysomnography of five or more central apneas per hour of sleep.";1359;"sleep"
1366;"Evidence by polysomnography of five or more central apneas per hour of sleep.";1361;"sleep"
1366;"Evidence by polysomnography of five or more central apneas per hour of sleep.";1363;"sleep"
1372;"Either (1) or (2):";1367;"NULL"
