"Index";"Information"
"534";"Substance/Medication-Induced Major or Mild Neurocognitive Disorder, Without use (Sedative, hypnotic, or anxiolytic (major neurocognitive disorder))"
"535";"F13.988"
"536";"Substance/Medication-Induced Major or Mild Neurocognitive Disorder, Without use (Sedative, hypnotic, or anxiolytic (mild neurocognitive disorder))"
"537";"F19.97"
"538";"Substance/Medication-Induced Major or Mild Neurocognitive Disorder, Without use (Other (or unknown) substance (major neurocognitive disorder)"
"539";"F32.0"
"540";"Mild Major Depressive Disorder, Single episode"
"541";"Five (or more) of the following symptoms have been present during the same 2-week period and represent a change from previous functioning"
"542";"at least one of the symptoms is either (1) depressed mood or (2) loss of interest or pleasure."
"543";"Depressed mood most of the day, nearly every day, as indicated by either subjective report (e.g., feels sad, empty, hopeless) or observation made by others (e.g., appears tearful). (Note: In children and adolescents, can be irritable mood.)"
"544";"Markedly diminished interest or pleasure in all, or almost all, activities most of the day, nearly every day (as indicated by either subjective account or observation)."
"545";"Significant weight loss when not dieting or weight gain (e.g., a change of more than 5% of body weight in a month), or decrease or increase in appetite nearly every day. (Note: In children, consider failure to make expected weight gain.)"
"546";"Insomnia or hypersomnia nearly every day."
"547";"Psychomotor agitation or retardation nearly every day (observable by others, not merely subjective feelings of restlessness or being slowed down)."
"548";"Fatigue or loss of energy nearly every day."
"549";"Feelings of worthlessness or excessive or inappropriate guilt (which may be delusional) nearly every day (not merely self-reproach or guilt about being sick)."
"550";"Diminished ability to think or concentrate, or indecisiveness, nearly every day (either by subjective account or as observed by others)."
"551";"Recurrent thoughts of death (not just fear of dying), recurrent suicidal ideation without a specific plan, or a suicide attempt or a specific plan for committing suicide."
"552";"The symptoms cause clinically significant distress or impairment in social, occupational, or other important areas of functioning."
"553";"The episode is not attributable to the physiological effects of a substance or to another medical condition."
"554";"The occurrence of the major depressive episode is not better explained by schizoaffective disorder, schizophrenia, schizophreniform disorder, delusional disorder, or other specified and unspecified schizophrenia spectrum and other psychotic disorders."
"555";"There has never been a manic episode or a hypomanic episode. Note: This exclusion does not apply if all of the manic-like or hypomanic-like episodes are substance-induced or are attributable to the physiological effects of another medical condition."
"556";"F32.2"
"557";"Severe Major Depressive Disorder, Single episode"
"558";"F32.3"
"559";"Major Depressive Disorder With psychotic features, Single episode"
"560";"F32.4"
"561";"Major Depressive Disorder In partial remission, Single episode"
"562";"F32.5"
"563";"Major Depressive Disorder In full remission, Single episode"
"564";"F32.9"
"565";"Unspecified Major Depressive Disorder, Single episode"
"566";"F33.0"
"567";"Mild Major Depressive Disorder, Recurrent episode"
"568";"There must be an interval of at least 2 consecutive months between separate episodes in which criteria are not met for a major depressive episode."
"569";"F33.1"
"570";"Moderate Major Depressive Disorder, Recurrent episode"
"571";"F33.2"
"572";"Severe Major Depressive Disorder, Recurrent episode"
"573";"F33.3"
"574";"Major Depressive Disorder With psychotic features, Recurrent episode"
"575";"F33.41"
"576";"Major Depressive Disorder In partial remission, Recurrent episode"
"577";"F33.42"
"578";"Major Depressive Disorder In full remission, Recurrent episode"
"579";"F33.9"
"580";"Unspecified Major Depressive Disorder, Recurrent episode"
"581";"F19.188"
"582";"Mild Substance/Medication-Induced Major or Mild Neurocognitive Disorder, With use (Other (or unknown) substance (mild neurocognitive disorder))"
"583";"ritual "
"584";"memory"
"585";"F19.288"
"586";"Moderate or severe Substance/Medication-Induced Major or Mild Neurocognitive Disorder, With use (Other (or unknown) substance (mild neurocognitive disorder))"
"587";"F19.988"
"588";"Substance/Medication-Induced Major or Mild Neurocognitive Disorder, Without use (Other (or unknown) substance (mild neurocognitive disorder))"
"589";"F15.980_Caffeine"
"590";"Substance/Medication-Induced Anxiety Disorder, Without use (Caffeine)"
"591";"Panic attacks or anxiety is predominant in the clinical picture."
"592";"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):"
"593";"Panic attacks or anxiety developed during or soon after substance intoxication or withdrawal or after exposure to a medication."
"594";"The involved substance/medication is capable of producing panic attacks or anxiety."
"595";"The disturbance is not better explained by an anxiety disorder that is not substance/medication-induced. Such evidence of an independent anxiety disorder could include the following:"
"596";"The symptoms precede the onset of the substance/medication use; the symptoms persist for a substantial period of time (e.g., about 1 month) after the cessation of acute withdrawal or severe intoxication; or there is other evidence suggesting the existence of an independent non-substance/medication-induced anxiety disorder (e.g., a history of recurrent non-substance/medication-related episodes)."
"597";"The disturbance does not occur exclusively during the course of a delirium."
"598";"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning."
"599";"F12.180"
"600";"Mild Substance/Medication-Induced Anxiety Disorder, With use (Cannabis)"
"601";"F12.280"
"602";"Moderate or severe Substance/Medication-Induced Anxiety Disorder, With use (Cannabis)"
"603";"F12.980"
"604";"Substance/Medication-Induced Anxiety Disorder, Without use (Cannabis)"
"605";"F16.180_Phencyclidine"
"606";"Mild Substance/Medication-Induced Anxiety Disorder, With use (Phencyclidine)"
"607";"F16.280_Phencyclidine"
"608";"Moderate or severe Substance/Medication-Induced Anxiety Disorder, With use (Phencyclidine)"
"609";"F16.980_Phencyclidine"
"610";"Substance/Medication-Induced Anxiety Disorder, Without use (Phencyclidine)"
"611";"F16.180_OtherHallucinogen"
"612";"Mild Substance/Medication-Induced Anxiety Disorder, With use (Other hallucinogen)"
"613";"F16.280_OtherHallucinogen"
"614";"Moderate or severe Substance/Medication-Induced Anxiety Disorder, With use (Other hallucinogen)"
"615";"F16.980_OtherHallucinogen"
"616";"Substance/Medication-Induced Anxiety Disorder, Without use (Other hallucinogen)"
"617";"F18.180"
"618";"Mild Substance/Medication-Induced Anxiety Disorder, With use (Inhalant)"
"619";"F18.280"
"620";"Moderate or severe Substance/Medication-Induced Anxiety Disorder, With use (Inhalant)"
"621";"F18.980"
"622";"Substance/Medication-Induced Anxiety Disorder, Without use (Inhalant)"
"623";"F11.188"
"624";"Mild Substance/Medication-Induced Anxiety Disorder, With use (Opioid)"
"625";"F11.288"
"626";"Moderate or severe Substance/Medication-Induced Anxiety Disorder, With use (Opioid)"
"627";"F11.988"
"628";"Substance/Medication-Induced Anxiety Disorder, Without use (Opioid)"
"629";"F13.180"
"630";"Mild Substance/Medication-Induced Anxiety Disorder, With use (Sedative, hypnotic, or anxiolytic)"
"631";"F13.280"
"632";"Moderate or severe Substance/Medication-Induced Anxiety Disorder, With use (Sedative, hypnotic, or anxiolytic)"
"633";"F13.980"
"634";"Substance/Medication-Induced Anxiety Disorder, Without use (Sedative, hypnotic, or anxiolytic)"
"635";"F15.180_AmphetamineOrOthers"
"636";"Mild Substance/Medication-Induced Anxiety Disorder, With use (Amphetamine (or other stimulant))"
"637";"F15.280_AmphetamineOrOthers"
