"question_ID";"Description";"SymptomOrEvidence";"SE_ID"
"q_58";"Does the client violate others' rights when interacting with others? (E.g. robbery, exploitation, disregard of others' safety, observing an unsuspecting person who is naked)";"E";960
"q_58";"Does the client violate others' rights when interacting with others? (E.g. robbery, exploitation, disregard of others' safety, observing an unsuspecting person who is naked)";"E";1056
"q_58";"Does the client violate others' rights when interacting with others? (E.g. robbery, exploitation, disregard of others'  safety, observing an unsuspecting person who is naked)";"E";2330
"q_58";"Does the client violate others' rights when interacting with others? (E.g. robbery, exploitation, disregard of others'  safety, observing an unsuspecting person who is naked)";"E";2332
"q_58";"Does the client violate others' rights when interacting with others? (E.g. robbery, exploitation, disregard of others'  safety, observing an unsuspecting person who is naked)";"S";1072
"q_59";"Does the client show physical violence? (E.g. physical fights, weapons, damage, destruction)";"E";977
"q_59";"Does the client show physical violence? (E.g. physical fights, weapons, damage, destruction)";"E";2311
"q_59";"Does the client show physical violence? (E.g. physical fights, weapons, damage, destruction)";"E";2327
"q_59";"Does the client show physical violence? (E.g. physical fights, weapons, damage, destruction)";"E";2328
"q_59";"Does the client show physical violence? (E.g. physical fights, weapons, damage, destruction)";"E";2329
"q_59";"Does the client show physical violence? (E.g. physical fights, weapons, damage, destruction)";"E";2334
"q_59";"Does the client show physical violence? (E.g. physical fights, weapons, damage, destruction)";"E";976
"q_59";"Does the client show physical violence? (E.g. physical fights, weapons, damage, destruction)";"E";2336
"q_59";"Does the client show physical violence? (E.g. physical fights, weapons, damage, destruction)";"E";2343
"q_59";"Does the client show physical violence? (E.g. physical fights, weapons, damage, destruction)";"E";2349
"q_60";"Does the client show verbal violence? (E.g. annoying, spiteful, vindictive)";"E";2343
"q_60";"Does the client show verbal violence? (E.g. annoying, spiteful, vindictive)";"E";2349
"q_61";"Does the client feel pleasure or fascination from setting fire?";"S";1489
"q_61";"Does the client feel pleasure or fascination from setting fire?";"S";1490
"q_61";"Does the client feel pleasure or fascination from setting fire?";"S";1492
"q_61";"Does the client feel pleasure or fascination from setting fire?";"E";2331
"q_62";"Does the client encounter any difficulties with impulse control? (E.g. stealing and deception without obvious external rewards, harming others or oneself, binge eating, substance abuse)";"S";1155
"q_62";"Does the client encounter any difficulties with impulse control? (E.g. stealing and deception without obvious external rewards, harming others or oneself, binge eating, substance abuse)";"S";1523
"q_62";"Does the client encounter any difficulties with impulse control? (E.g. stealing and deception without obvious external rewards, harming others or oneself, binge eating, substance abuse)";"S";2303
"q_62";"Does the client encounter any difficulties with impulse control? (E.g. stealing and deception without obvious external rewards, harming others or oneself, binge eating, substance abuse)";"S";2314
"q_62";"Does the client encounter any difficulties with impulse control? (E.g. stealing and deception without obvious external rewards, harming others or oneself, binge eating, substance abuse)";"S";1128
"q_62";"Does the client encounter any difficulties with impulse control? (E.g. stealing and deception without obvious external rewards, harming others or oneself, binge eating, substance abuse)";"S";2315
"q_62";"Does the client encounter any difficulties with impulse control? (E.g. stealing and deception without obvious external rewards, harming others or oneself, binge eating, substance abuse)";"S";2355
"q_62";"Does the client encounter any difficulties with impulse control? (E.g. stealing and deception without obvious external rewards, harming others or oneself, binge eating, substance abuse)";"E";959
"q_62";"Does the client encounter any difficulties with impulse control? (E.g. stealing and deception without obvious external rewards, harming others or oneself, binge eating, substance abuse)";"E";1008
"q_63";"Does the client encounter any difficulties in making decisions? (E.g. life decisions, decisions regarding well-being of self or others)";"S";301
"q_63";"Does the client encounter any difficulties in making decisions? (E.g. life decisions, decisions regarding well-being of self or others)";"S";317
"q_63";"Does the client encounter any difficulties in making decisions? (E.g. life decisions, decisions regarding well-being of self or others)";"E";1950
"q_64";"Does the client choose to oppose authorities or rules? (*Note: for children and adolescents, authorities can be adults)";"E";2345
"q_64";"Does the client choose to oppose authorities or rules? (*Note: for children and adolescents, authorities can be adults)";"E";2346
"q_65";"Does the client experience excessive movement? (E.g. vocal tics, psychomotor agitation, periods of inexhaustibility)";"S";1564
"q_65";"Does the client experience excessive movement? (E.g. vocal tics, psychomotor agitation, periods of inexhaustibility)";"S";1579
"q_65";"Does the client experience excessive movement? (E.g. vocal tics, psychomotor agitation, periods of inexhaustibility)";"E";1500
"q_65";"Does the client experience excessive movement? (E.g. vocal tics, psychomotor agitation, periods of inexhaustibility)";"E";1597
"q_65";"Does the client experience excessive movement? (E.g. vocal tics, psychomotor agitation, periods of inexhaustibility)";"E";1618
"q_65";"Does the client experience excessive movement? (E.g. vocal tics, psychomotor agitation, periods of inexhaustibility)";"S";1569
"q_65";"Does the client experience excessive movement? (E.g. vocal tics, psychomotor agitation, periods of inexhaustibility)";"E";1694
"q_65";"Does the client experience excessive movement? (E.g. vocal tics, psychomotor agitation, periods of inexhaustibility)";"S";1567
"q_65";"Does the client experience excessive movement? (E.g. vocal tics, psychomotor agitation, periods of inexhaustibility)";"E";1748
"q_65";"Does the client experience excessive movement? (E.g. vocal tics, psychomotor agitation, periods of inexhaustibility)";"E";1888
"q_65";"Does the client experience excessive movement? (E.g. vocal tics, psychomotor agitation, periods of inexhaustibility)";"E";2474
"q_65";"Does the client experience excessive movement? (E.g. vocal tics, psychomotor agitation, periods of inexhaustibility)";"E";2646
"q_65";"Does the client experience excessive movement? (E.g. vocal tics, psychomotor agitation, periods of inexhaustibility)";"S";168
"q_65";"Does the client experience excessive movement? (E.g. vocal tics, psychomotor agitation, periods of inexhaustibility)";"E";547
"q_65";"Does the client experience excessive movement? (E.g. vocal tics, psychomotor agitation, periods of inexhaustibility)";"E";2696
"q_65";"Does the client experience excessive movement? (E.g. vocal tics, psychomotor agitation, periods of inexhaustibility)";"S";1578
"q_65";"Does the client experience excessive movement? (E.g. vocal tics, psychomotor agitation, periods of inexhaustibility)";"E";1886
"q_65";"Does the client experience excessive movement? (E.g. vocal tics, psychomotor agitation, periods of inexhaustibility)";"S";338
"q_66";"Does the client experience lack of movement? (E.g. psychomotor retardation, depressed reflexes, stupor)";"S";168
"q_66";"Does the client experience lack of movement? (E.g. psychomotor retardation, depressed reflexes, stupor)";"S";878
"q_66";"Does the client experience lack of movement? (E.g. psychomotor retardation, depressed reflexes, stupor)";"E";1593
"q_66";"Does the client experience lack of movement? (E.g. psychomotor retardation, depressed reflexes, stupor)";"E";1614
"q_66";"Does the client experience lack of movement? (E.g. psychomotor retardation, depressed reflexes, stupor)";"E";1594
"q_66";"Does the client experience lack of movement? (E.g. psychomotor retardation, depressed reflexes, stupor)";"E";1615
"q_66";"Does the client experience lack of movement? (E.g. psychomotor retardation, depressed reflexes, stupor)";"E";1595
"q_66";"Does the client experience lack of movement? (E.g. psychomotor retardation, depressed reflexes, stupor)";"E";1616
"q_66";"Does the client experience lack of movement? (E.g. psychomotor retardation, depressed reflexes, stupor)";"E";1596
"q_66";"Does the client experience lack of movement? (E.g. psychomotor retardation, depressed reflexes, stupor)";"E";1617
"q_66";"Does the client experience lack of movement? (E.g. psychomotor retardation, depressed reflexes, stupor)";"E";2795
"q_66";"Does the client experience lack of movement? (E.g. psychomotor retardation, depressed reflexes, stupor)";"E";2796
"q_66";"Does the client experience lack of movement? (E.g. psychomotor retardation, depressed reflexes, stupor)";"S";711
"q_66";"Does the client experience lack of movement? (E.g. psychomotor retardation, depressed reflexes, stupor)";"E";547
"q_66";"Does the client experience lack of movement? (E.g. psychomotor retardation, depressed reflexes, stupor)";"E";2696
"q_66";"Does the client experience lack of movement? (E.g. psychomotor retardation, depressed reflexes, stupor)";"S";338
"q_67";"Does the client experience any disorganized, catatonic, or uncoordinated behavior?";"E";1646
"q_67";"Does the client experience any disorganized, catatonic, or uncoordinated behavior?";"S";2185
"q_67";"Does the client experience any disorganized, catatonic, or uncoordinated behavior?";"S";2186
"q_67";"Does the client experience any disorganized, catatonic, or uncoordinated behavior?";"E";2680
"q_67";"Does the client experience any disorganized, catatonic, or uncoordinated behavior?";"S";168
"q_67";"Does the client experience any disorganized, catatonic, or uncoordinated behavior?";"S";711
"q_67";"Does the client experience any disorganized, catatonic, or uncoordinated behavior?";"S";338
"q_68";"Is the client aware of time, place, and/or identity?";"S";1090
"q_68";"Is the client aware of time, place, and/or identity?";"S";1091
"q_68";"Is the client aware of time, place, and/or identity?";"S";1316
"q_68";"Is the client aware of time, place, and/or identity?";"E";911
"q_69";"Does the client have any risky behavior? (E.g. gambling, foolish business investments, sexual indiscretions, extreme outdoor activities)";"S";2597
"q_69";"Does the client have any risky behavior? (E.g. gambling, foolish business investments, sexual indiscretions, extreme outdoor activities)";"S";1427
"q_69";"Does the client have any risky behavior? (E.g. gambling, foolish business investments, sexual indiscretions, extreme outdoor activities)";"S";1444
"q_69";"Does the client have any risky behavior? (E.g. gambling, foolish business investments, sexual indiscretions, extreme outdoor activities)";"E";1705
"q_69";"Does the client have any risky behavior? (E.g. gambling, foolish business investments, sexual indiscretions, extreme outdoor activities)";"S";1449
"q_69";"Does the client have any risky behavior? (E.g. gambling, foolish business investments, sexual indiscretions, extreme outdoor activities)";"E";2595
"q_69";"Does the client have any risky behavior? (E.g. gambling, foolish business investments, sexual indiscretions, extreme outdoor activities)";"E";2596
"q_69";"Does the client have any risky behavior? (E.g. gambling, foolish business investments, sexual indiscretions, extreme outdoor activities)";"E";2599
"q_69";"Does the client have any risky behavior? (E.g. gambling, foolish business investments, sexual indiscretions, extreme outdoor activities)";"E";2600
"q_69";"Does the client have any risky behavior? (E.g. gambling, foolish business investments, sexual indiscretions, extreme outdoor activities)";"E";2601
"q_69";"Does the client have any risky behavior? (E.g. gambling, foolish business investments, sexual indiscretions, extreme outdoor activities)";"E";2602
"q_70";"Is the client highly conservative about taking risks?";"E";1036
"q_71";"Is the client preoccupied with details, rules, sameness, or routines?";"E";1031
"q_71";"Is the client preoccupied with details, rules, sameness, or routines?";"S";1854
"q_71";"Is the client preoccupied with details, rules, sameness, or routines?";"E";1032
"q_71";"Is the client preoccupied with details, rules, sameness, or routines?";"E";1501
"q_72";"Does the client have increased goal-directed or compulsive behavior?";"S";1854
"q_72";"Does the client have increased goal-directed or compulsive behavior?";"S";2112
"q_72";"Does the client have increased goal-directed or compulsive behavior?";"S";2117
"q_72";"Does the client have increased goal-directed or compulsive behavior?";"S";2121
"q_72";"Does the client have increased goal-directed or compulsive behavior?";"S";2127
"q_72";"Does the client have increased goal-directed or compulsive behavior?";"E";873
"q_72";"Does the client have increased goal-directed or compulsive behavior?";"E";1694
"q_73";"Does the client repetitively pull out hair or try to resist hair pulling?";"S";1854
"q_73";"Does the client repetitively pull out hair or try to resist hair pulling?";"S";1842
"q_73";"Does the client repetitively pull out hair or try to resist hair pulling?";"S";2112
"q_73";"Does the client repetitively pull out hair or try to resist hair pulling?";"S";1843
"q_74";"Does the client repetitively pick skin or try to resist skin picking?";"S";1854
"q_74";"Does the client repetitively pick skin or try to resist skin picking?";"S";2112
"q_74";"Does the client repetitively pick skin or try to resist skin picking?";"S";2150
"q_74";"Does the client repetitively pick skin or try to resist skin picking?";"S";1849
"q_74";"Does the client repetitively pick skin or try to resist skin picking?";"S";1850
"q_75";"Does the client repetitively violate others'  rights or age-appropriate societal norms?";"S";2339
"q_76";"Is the client preoccupied with his/her/their health or show maladaptive avoidance?";"S";2149
"q_76";"Is the client preoccupied with his/her/their health or show maladaptive avoidance?";"S";2000
"q_76";"Is the client preoccupied with his/her/their health or show maladaptive avoidance?";"S";191
"q_77";"Does the client encounter any disruption of identity? (E.g. two or more different personality states, unstable self-image)";"S";132
"q_77";"Does the client encounter any disruption of identity? (E.g. two or more different personality states, unstable self-image)";"S";133
"q_77";"Does the client encounter any disruption of identity? (E.g. two or more different personality states, unstable self-image)";"S";138
"q_77";"Does the client encounter any disruption of identity? (E.g. two or more different personality states, unstable self-image)";"E";1016
"q_78";"Is the client's self-image heavily influenced by appearance, body shape, or weight?";"S";1161
"q_78";"Is the client's self-image heavily influenced by appearance, body shape, or weight?";"S";2149
"q_78";"Is the client's self-image heavily influenced by appearance, body shape, or weight?";"S";2150
"q_78";"Is the client's self-image heavily influenced by appearance, body shape, or weight?";"E";1025
"q_78";"Is the client's self-image heavily influenced by appearance, body shape, or weight?";"E";1474
"q_79";"Does the client encounter any difficulties in establishing self-image while socializing with others? (E.g. need for excessive admiration, difficulties with expressing disagreement with others)";"E";1045
"q_79";"Does the client encounter any difficulties in establishing self-image while socializing with others? (E.g. need for excessive admiration, difficulties with expressing disagreement with others)";"E";1057
"q_79";"Does the client encounter any difficulties in establishing self-image while socializing with others? (E.g. need for excessive admiration, difficulties with expressing disagreement with others)";"E";1058
"q_79";"Does the client encounter any difficulties in establishing self-image while socializing with others? (E.g. need for excessive admiration, difficulties with expressing disagreement with others)";"E";1021
"q_79";"Does the client encounter any difficulties in establishing self-image while socializing with others? (E.g. need for excessive admiration, difficulties with expressing disagreement with others)";"E";1037
"q_79";"Does the client encounter any difficulties in establishing self-image while socializing with others? (E.g. need for excessive admiration, difficulties with expressing disagreement with others)";"E";1038
"q_79";"Does the client encounter any difficulties in establishing self-image while socializing with others? (E.g. need for excessive admiration, difficulties with expressing disagreement with others)";"E";1039
"q_79";"Does the client encounter any difficulties in establishing self-image while socializing with others? (E.g. need for excessive admiration, difficulties with expressing disagreement with others)";"E";1040
"q_79";"Does the client encounter any difficulties in establishing self-image while socializing with others? (E.g. need for excessive admiration, difficulties with expressing disagreement with others)";"E";1047
"q_79";"Does the client encounter any difficulties in establishing self-image while socializing with others? (E.g. need for excessive admiration, difficulties with expressing disagreement with others)";"E";1055
"q_80";"Is the client excessively confident about oneself? (E.g. high self-esteem, arrogance, self-importance)";"E";1054
"q_80";"Is the client excessively confident about oneself? (E.g. high self-esteem, arrogance, self-importance)";"E";1059
"q_80";"Is the client excessively confident about oneself? (E.g. high self-esteem, arrogance, self-importance)";"E";1060
"q_80";"Is the client excessively confident about oneself? (E.g. high self-esteem, arrogance, self-importance)";"E";1061
"q_80";"Is the client excessively confident about oneself? (E.g. high self-esteem, arrogance, self-importance)";"E";1702
"q_80";"Is the client excessively confident about oneself? (E.g. high self-esteem, arrogance, self-importance)";"E";1057
"q_80";"Is the client excessively confident about oneself? (E.g. high self-esteem, arrogance, self-importance)";"E";1058
"q_81";"Does the client lack self-confidence? (E.g. cannot work independently, have low self-esteem)";"E";1048
"q_81";"Does the client lack self-confidence? (E.g. cannot work independently, have low self-esteem)";"E";1959
"q_82";"Does the client have an exaggerated expression or emotion?";"E";1024
"q_83";"Does the client have any behaviors that cause self-injury?";"S";318
"q_83";"Does the client have any behaviors that cause self-injury?";"S";1162
"q_83";"Does the client have any behaviors that cause self-injury?";"S";1869
"q_83";"Does the client have any behaviors that cause self-injury?";"E";960
"q_83";"Does the client have any behaviors that cause self-injury?";"E";1008
"q_83";"Does the client have any behaviors that cause self-injury?";"E";1011
"q_83";"Does the client have any behaviors that cause self-injury?";"E";1914
"q_84";"Is the client influenced by any sensory impairments?";"S";168
"q_84";"Is the client influenced by any sensory impairments?";"S";330
"q_84";"Is the client influenced by any sensory impairments?";"S";331
"q_84";"Is the client influenced by any sensory impairments?";"S";1312
"q_84";"Is the client influenced by any sensory impairments?";"E";892
"q_85";"Does the client have fatigue, drowsiness, or coma?";"E";548
"q_85";"Does the client have fatigue, drowsiness, or coma?";"E";1715
"q_85";"Does the client have fatigue, drowsiness, or coma?";"E";1960
"q_85";"Does the client have fatigue, drowsiness, or coma?";"E";2412
"q_85";"Does the client have fatigue, drowsiness, or coma?";"E";2489
"q_85";"Does the client have fatigue, drowsiness, or coma?";"E";2695
"q_85";"Does the client have fatigue, drowsiness, or coma?";"E";2714
"q_85";"Does the client have fatigue, drowsiness, or coma?";"E";2789
"q_86";"Does the client feel disturbed while sleeping? (E.g. awakening from sleep, snoring, breathing pauses during sleep, having nightmares)";"S";1318
"q_86";"Does the client feel disturbed while sleeping? (E.g. awakening from sleep, snoring, breathing pauses during sleep, having nightmares)";"S";1356
"q_86";"Does the client feel disturbed while sleeping? (E.g. awakening from sleep, snoring, breathing pauses during sleep, having nightmares)";"E";1299
"q_86";"Does the client feel disturbed while sleeping? (E.g. awakening from sleep, snoring, breathing pauses during sleep, having nightmares)";"S";1244
"q_86";"Does the client feel disturbed while sleeping? (E.g. awakening from sleep, snoring, breathing pauses during sleep, having nightmares)";"S";1311
"q_86";"Does the client feel disturbed while sleeping? (E.g. awakening from sleep, snoring, breathing pauses during sleep, having nightmares)";"E";1371
"q_86";"Does the client feel disturbed while sleeping? (E.g. awakening from sleep, snoring, breathing pauses during sleep, having nightmares)";"E";1915
"q_86";"Does the client feel disturbed while sleeping? (E.g. awakening from sleep, snoring, breathing pauses during sleep, having nightmares)";"S";1316
"q_86";"Does the client feel disturbed while sleeping? (E.g. awakening from sleep, snoring, breathing pauses during sleep, having nightmares)";"S";1317
"q_86";"Does the client feel disturbed while sleeping? (E.g. awakening from sleep, snoring, breathing pauses during sleep, having nightmares)";"S";1366
"q_86";"Does the client feel disturbed while sleeping? (E.g. awakening from sleep, snoring, breathing pauses during sleep, having nightmares)";"S";1381
"q_86";"Does the client feel disturbed while sleeping? (E.g. awakening from sleep, snoring, breathing pauses during sleep, having nightmares)";"E";1369
"q_86";"Does the client feel disturbed while sleeping? (E.g. awakening from sleep, snoring, breathing pauses during sleep, having nightmares)";"E";1373
"q_86";"Does the client feel disturbed while sleeping? (E.g. awakening from sleep, snoring, breathing pauses during sleep, having nightmares)";"S";1290
"q_86";"Does the client feel disturbed while sleeping? (E.g. awakening from sleep, snoring, breathing pauses during sleep, having nightmares)";"S";1357
"q_86";"Does the client feel disturbed while sleeping? (E.g. awakening from sleep, snoring, breathing pauses during sleep, having nightmares)";"S";1358
"q_86";"Does the client feel disturbed while sleeping? (E.g. awakening from sleep, snoring, breathing pauses during sleep, having nightmares)";"E";1287
"q_86";"Does the client feel disturbed while sleeping? (E.g. awakening from sleep, snoring, breathing pauses during sleep, having nightmares)";"E";1306
"q_87";"Does the client experience irrepressible need to sleep? (hypersomnia)";"S";1343
"q_87";"Does the client experience irrepressible need to sleep? (hypersomnia)";"S";1290
"q_87";"Does the client experience irrepressible need to sleep? (hypersomnia)";"S";1393
"q_87";"Does the client experience irrepressible need to sleep? (hypersomnia)";"E";1295
"q_87";"Does the client experience irrepressible need to sleep? (hypersomnia)";"E";1296
"q_87";"Does the client experience irrepressible need to sleep? (hypersomnia)";"S";1293
"q_87";"Does the client experience irrepressible need to sleep? (hypersomnia)";"S";1358
"q_87";"Does the client experience irrepressible need to sleep? (hypersomnia)";"E";546
"q_87";"Does the client experience irrepressible need to sleep? (hypersomnia)";"E";1713
"q_87";"Does the client experience irrepressible need to sleep? (hypersomnia)";"E";1963
"q_88";"Does the client have trouble falling asleep? (E.g. insomnia, disturbing dreams)";"S";1333
"q_88";"Does the client have trouble falling asleep? (E.g. insomnia, disturbing dreams)";"S";1290
"q_88";"Does the client have trouble falling asleep? (E.g. insomnia, disturbing dreams)";"S";1358
"q_88";"Does the client have trouble falling asleep? (E.g. insomnia, disturbing dreams)";"S";1336
"q_88";"Does the client have trouble falling asleep? (E.g. insomnia, disturbing dreams)";"S";1337
"q_88";"Does the client have trouble falling asleep? (E.g. insomnia, disturbing dreams)";"E";1288
"q_88";"Does the client have trouble falling asleep? (E.g. insomnia, disturbing dreams)";"E";2413
"q_88";"Does the client have trouble falling asleep? (E.g. insomnia, disturbing dreams)";"E";2444
"q_88";"Does the client have trouble falling asleep? (E.g. insomnia, disturbing dreams)";"S";1289
"q_88";"Does the client have trouble falling asleep? (E.g. insomnia, disturbing dreams)";"E";1287
"q_88";"Does the client have trouble falling asleep? (E.g. insomnia, disturbing dreams)";"E";546
"q_88";"Does the client have trouble falling asleep? (E.g. insomnia, disturbing dreams)";"E";1713
"q_88";"Does the client have trouble falling asleep? (E.g. insomnia, disturbing dreams)";"E";1963
"q_89";"Does the client have decreased need for sleep?";"E";1706
"q_90";"Does the client sleepwalk or show any other complex motor or vocal behaviors while sleeping ?";"E";1310
"q_90";"Does the client sleepwalk or show any other complex motor or vocal behaviors while sleeping ?";"S";1398
"q_91";"Does the client have abnormal intervals for REM?";"E";1404
"q_91";"Does the client have abnormal intervals for REM?";"E";1389
"q_93";"Does the client have discomfort with body?";"E";2290
"q_93";"Does the client have discomfort with body?";"E";2291
"q_93";"Does the client have discomfort with body?";"E";2292
"q_93";"Does the client have discomfort with body?";"E";2293
"q_93";"Does the client have discomfort with body?";"E";2410
"q_93";"Does the client have discomfort with body?";"E";2477
"q_93";"Does the client have discomfort with body?";"E";2668
"q_93";"Does the client have discomfort with body?";"E";2669
"q_93";"Does the client have discomfort with body?";"E";2670
"q_93";"Does the client have discomfort with body?";"E";2671
"q_93";"Does the client have discomfort with body?";"E";2725
"q_93";"Does the client have discomfort with body?";"E";2759
"q_93";"Does the client have discomfort with body?";"E";2761
"q_93";"Does the client have discomfort with body?";"E";2762
"q_93";"Does the client have discomfort with body?";"E";2791
"q_93";"Does the client have discomfort with body?";"E";2794
"q_93";"Does the client have discomfort with body?";"E";1901
"q_93";"Does the client have discomfort with body?";"E";2406
"q_93";"Does the client have discomfort with body?";"E";2408
"q_93";"Does the client have discomfort with body?";"E";2442
"q_93";"Does the client have discomfort with body?";"E";2493
"q_93";"Does the client have discomfort with body?";"S";180
"q_94";"Does the client have discomfort with head?";"S";180
"q_94";"Does the client have discomfort with head?";"E";2294
"q_94";"Does the client have discomfort with head?";"E";2492
"q_95";"Does the client have discomfort with muscle?";"S";180
"q_95";"Does the client have discomfort with muscle?";"E";2626
"q_95";"Does the client have discomfort with muscle?";"E";2648
"q_95";"Does the client have discomfort with muscle?";"E";1391
"q_95";"Does the client have discomfort with muscle?";"E";1392
"q_95";"Does the client have discomfort with muscle?";"E";2409
"q_95";"Does the client have discomfort with muscle?";"E";2480
"q_95";"Does the client have discomfort with muscle?";"E";2673
"q_95";"Does the client have discomfort with muscle?";"E";2757
"q_95";"Does the client have discomfort with muscle?";"E";2793
"q_96";"Does the client have discomfort with mouth?";"S";180
"q_96";"Does the client have discomfort with mouth?";"E";984
"q_96";"Does the client have discomfort with mouth?";"E";2780
"q_96";"Does the client have discomfort with mouth?";"E";1388
"q_97";"Does the client have discomfort with pupil?";"S";180
"q_97";"Does the client have discomfort with pupil?";"E";982
"q_97";"Does the client have discomfort with pupil?";"E";2411
"q_97";"Does the client have discomfort with pupil?";"E";2672
"q_97";"Does the client have discomfort with pupil?";"E";2683
"q_97";"Does the client have discomfort with pupil?";"E";2687
"q_97";"Does the client have discomfort with pupil?";"E";2779
"q_97";"Does the client have discomfort with pupil?";"E";2792
"q_97";"Does the client have discomfort with pupil?";"S";2715
"q_98";"Does the client have discomfort with stomach?";"S";180
"q_98";"Does the client have discomfort with stomach?";"E";2289
"q_98";"Does the client have discomfort with stomach?";"E";2407
"q_99";"Does the client have discomfort with hand?";"S";180
"q_99";"Does the client have discomfort with hand?";"E";2627
"q_100";"Does the client have discomfort with face?";"S";180
"q_100";"Does the client have discomfort with face?";"E";2478
"q_101";"Does the client have discomfort with ear?";"S";180
"q_101";"Does the client have discomfort with ear?";"E";2674
"q_102";"Does the client have discomfort with heart?";"S";180
"q_102";"Does the client have discomfort with heart?";"E";970
"q_102";"Does the client have discomfort with heart?";"E";2473
"q_102";"Does the client have discomfort with heart?";"E";2628
"q_102";"Does the client have discomfort with heart?";"E";2685
"q_102";"Does the client have discomfort with heart?";"E";2686
"q_102";"Does the client have discomfort with heart?";"E";2756
"q_103";"Does the client have discomfort with urine?";"S";180
"q_103";"Does the client have discomfort with urine?";"E";1069
"q_104";"Does the client have any impairments in cognitive mechanism that might be caused by brain injury or substance use?";"E";909
"q_104";"Does the client have any impairments in cognitive mechanism that might be caused by brain injury or substance use?";"E";2626
"q_104";"Does the client have any impairments in cognitive mechanism that might be caused by brain injury or substance use?";"E";2648
"q_104";"Does the client have any impairments in cognitive mechanism that might be caused by brain injury or substance use?";"S";2681
"q_105";"Does the client experience significant weight changes? (E.g. weight loss caused by purging or restriction of energy intake)";"E";2443
"q_105";"Does the client experience significant weight changes? (E.g. weight loss caused by purging or restriction of energy intake)";"S";1169
"q_105";"Does the client experience significant weight changes? (E.g. weight loss caused by purging or restriction of energy intake)";"S";1172
"q_105";"Does the client experience significant weight changes? (E.g. weight loss caused by purging or restriction of energy intake)";"S";1212
"q_105";"Does the client experience significant weight changes? (E.g. weight loss caused by purging or restriction of energy intake)";"S";1213
"q_105";"Does the client experience significant weight changes? (E.g. weight loss caused by purging or restriction of energy intake)";"E";1188
"q_105";"Does the client experience significant weight changes? (E.g. weight loss caused by purging or restriction of energy intake)";"E";545
"q_105";"Does the client experience significant weight changes? (E.g. weight loss caused by purging or restriction of energy intake)";"E";1712
"q_105";"Does the client experience significant weight changes? (E.g. weight loss caused by purging or restriction of energy intake)";"S";180
"q_106";"Does the client have an abnormal appetite compared to others? (E.g. increased appetite, decreased appetite)";"E";2542
"q_106";"Does the client have an abnormal appetite compared to others? (E.g. increased appetite, decreased appetite)";"E";1951
"q_106";"Does the client have an abnormal appetite compared to others? (E.g. increased appetite, decreased appetite)";"E";983
"q_106";"Does the client have an abnormal appetite compared to others? (E.g. increased appetite, decreased appetite)";"E";2443
"q_106";"Does the client have an abnormal appetite compared to others? (E.g. increased appetite, decreased appetite)";"E";545
"q_106";"Does the client have an abnormal appetite compared to others? (E.g. increased appetite, decreased appetite)";"E";1712
"q_106";"Does the client have an abnormal appetite compared to others? (E.g. increased appetite, decreased appetite)";"S";180
"q_107";"Does the client encounter any difficulties in sexual functioning? (E.g. difficulties in obtaining erection in sexual activity, delay in ejaculation, reduced intensity of orgasmic sensations)";"S";180
"q_107";"Does the client encounter any difficulties in sexual functioning? (E.g. difficulties in obtaining erection in sexual activity, delay in ejaculation, reduced intensity of orgasmic sensations)";"S";1417
"q_107";"Does the client encounter any difficulties in sexual functioning? (E.g. difficulties in obtaining erection in sexual activity, delay in ejaculation, reduced intensity of orgasmic sensations)";"S";1427
"q_107";"Does the client encounter any difficulties in sexual functioning? (E.g. difficulties in obtaining erection in sexual activity, delay in ejaculation, reduced intensity of orgasmic sensations)";"S";1444
"q_107";"Does the client encounter any difficulties in sexual functioning? (E.g. difficulties in obtaining erection in sexual activity, delay in ejaculation, reduced intensity of orgasmic sensations)";"S";1449
"q_107";"Does the client encounter any difficulties in sexual functioning? (E.g. difficulties in obtaining erection in sexual activity, delay in ejaculation, reduced intensity of orgasmic sensations)";"S";1453
"q_107";"Does the client encounter any difficulties in sexual functioning? (E.g. difficulties in obtaining erection in sexual activity, delay in ejaculation, reduced intensity of orgasmic sensations)";"E";1425
"q_107";"Does the client encounter any difficulties in sexual functioning? (E.g. difficulties in obtaining erection in sexual activity, delay in ejaculation, reduced intensity of orgasmic sensations)";"E";1442
"q_107";"Does the client encounter any difficulties in sexual functioning? (E.g. difficulties in obtaining erection in sexual activity, delay in ejaculation, reduced intensity of orgasmic sensations)";"E";1443
"q_107";"Does the client encounter any difficulties in sexual functioning? (E.g. difficulties in obtaining erection in sexual activity, delay in ejaculation, reduced intensity of orgasmic sensations)";"E";1447
"q_107";"Does the client encounter any difficulties in sexual functioning? (E.g. difficulties in obtaining erection in sexual activity, delay in ejaculation, reduced intensity of orgasmic sensations)";"E";1448
"q_107";"Does the client encounter any difficulties in sexual functioning? (E.g. difficulties in obtaining erection in sexual activity, delay in ejaculation, reduced intensity of orgasmic sensations)";"E";1460
"q_107";"Does the client encounter any difficulties in sexual functioning? (E.g. difficulties in obtaining erection in sexual activity, delay in ejaculation, reduced intensity of orgasmic sensations)";"E";1461
"q_107";"Does the client encounter any difficulties in sexual functioning? (E.g. difficulties in obtaining erection in sexual activity, delay in ejaculation, reduced intensity of orgasmic sensations)";"E";1462
